Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Yates,13947,12903,12/19/2021
Capital Region,Albany,236494,215896,12/20/2021
Western New York,Allegany,22023,20419,12/20/2021
New York City,Bronx,1069250,943475,12/20/2021
Southern Tier,Broome,127014,118619,12/20/2021
Western New York,Cattaraugus,41466,38126,12/20/2021
Central New York,Cayuga,47286,43942,12/20/2021
Western New York,Chautauqua,76688,69935,12/20/2021
Southern Tier,Chemung,46550,43474,12/20/2021
Southern Tier,Chenango,29788,27702,12/20/2021
North Country,Clinton,55676,52073,12/20/2021
Capital Region,Columbia,43546,39777,12/20/2021
Central New York,Cortland,28089,26410,12/20/2021
Southern Tier,Delaware,25198,23271,12/20/2021
Mid-Hudson,Dutchess,213594,192669,12/20/2021
Western New York,Erie,668495,617927,12/20/2021
North Country,Essex,26402,24594,12/20/2021
North Country,Franklin,29312,27017,12/20/2021
Mohawk Valley,Fulton,28559,26608,12/20/2021
Finger Lakes,Genesee,35850,33622,12/20/2021
Capital Region,Greene,30490,27775,12/20/2021
North Country,Hamilton,3423,3163,12/20/2021
Mohawk Valley,Herkimer,35047,32669,12/20/2021
North Country,Jefferson,70652,58736,12/20/2021
New York City,Kings,1864783,1676503,12/20/2021
North Country,Lewis,13773,13003,12/20/2021
Finger Lakes,Livingston,38433,36192,12/20/2021
Central New York,Madison,51795,48227,12/20/2021
Finger Lakes,Monroe,544441,506721,12/20/2021
Mohawk Valley,Montgomery,33303,31157,12/20/2021
Long Island,Nassau,1153274,1048725,12/20/2021
New York City,New York,1463401,1283553,12/20/2021
Western New York,Niagara,141920,132464,12/20/2021
Mohawk Valley,Oneida,146149,134780,12/20/2021
Central New York,Onondaga,344403,316928,12/20/2021
Finger Lakes,Ontario,80775,75537,12/20/2021
Mid-Hudson,Orange,241357,219195,12/20/2021
Finger Lakes,Orleans,23081,21584,12/20/2021
Central New York,Oswego,74721,70312,12/20/2021
Mohawk Valley,Otsego,38291,35727,12/20/2021
Mid-Hudson,Putnam,76957,69119,12/20/2021
New York City,Queens,1989758,1794713,12/20/2021
Capital Region,Rensselaer,111862,103633,12/20/2021
New York City,Richmond,355002,323923,12/20/2021
Mid-Hudson,Rockland,212824,191562,12/20/2021
Capital Region,Saratoga,178598,165716,12/20/2021
Capital Region,Schenectady,127499,117664,12/20/2021
Mohawk Valley,Schoharie,18464,17484,12/20/2021
Southern Tier,Schuyler,10710,9931,12/20/2021
Finger Lakes,Seneca,18589,17356,12/20/2021
North Country,St. Lawrence,67467,62795,12/20/2021
Southern Tier,Steuben,52994,49544,12/20/2021
Long Island,Suffolk,1144407,1041091,12/20/2021
Mid-Hudson,Sullivan,47366,42816,12/20/2021
Southern Tier,Tioga,24383,23035,12/20/2021
Southern Tier,Tompkins,80286,74403,12/20/2021
Mid-Hudson,Ulster,139029,126771,12/20/2021
Capital Region,Warren,50058,46445,12/20/2021
Capital Region,Washington,39890,37315,12/20/2021
Finger Lakes,Wayne,61902,57923,12/20/2021
Mid-Hudson,Westchester,803517,722238,12/20/2021
Finger Lakes,Wyoming,22131,20760,12/20/2021
Finger Lakes,Yates,13960,12908,12/20/2021
Capital Region,Albany,236781,216072,12/21/2021
Western New York,Allegany,22052,20486,12/21/2021
New York City,Bronx,1072724,945174,12/21/2021
Southern Tier,Broome,127218,118681,12/21/2021
Western New York,Cattaraugus,41541,38193,12/21/2021
Central New York,Cayuga,47341,43983,12/21/2021
Western New York,Chautauqua,76792,69994,12/21/2021
Southern Tier,Chemung,46607,43527,12/21/2021
Southern Tier,Chenango,29817,27725,12/21/2021
North Country,Clinton,55733,52123,12/21/2021
Capital Region,Columbia,43591,39810,12/21/2021
Central New York,Cortland,28107,26429,12/21/2021
Southern Tier,Delaware,25209,23297,12/21/2021
Mid-Hudson,Dutchess,213870,192842,12/21/2021
Western New York,Erie,669289,618673,12/21/2021
North Country,Essex,26422,24612,12/21/2021
North Country,Franklin,29326,27042,12/21/2021
Mohawk Valley,Fulton,28586,26635,12/21/2021
Finger Lakes,Genesee,35879,33679,12/21/2021
Capital Region,Greene,30506,27800,12/21/2021
North Country,Hamilton,3428,3167,12/21/2021
Mohawk Valley,Herkimer,35080,32685,12/21/2021
North Country,Jefferson,70704,58899,12/21/2021
New York City,Kings,1869863,1678779,12/21/2021
North Country,Lewis,13781,13015,12/21/2021
Finger Lakes,Livingston,38485,36229,12/21/2021
Central New York,Madison,51887,48299,12/21/2021
Finger Lakes,Monroe,544980,507120,12/21/2021
Mohawk Valley,Montgomery,33342,31178,12/21/2021
Long Island,Nassau,1155170,1049667,12/21/2021
New York City,New York,1467012,1285178,12/21/2021
Western New York,Niagara,142174,132691,12/21/2021
Mohawk Valley,Oneida,146316,134967,12/21/2021
Central New York,Onondaga,344751,317456,12/21/2021
Finger Lakes,Ontario,80830,75602,12/21/2021
Mid-Hudson,Orange,241702,219430,12/21/2021
Finger Lakes,Orleans,23117,21629,12/21/2021
Central New York,Oswego,74770,70357,12/21/2021
Mohawk Valley,Otsego,38310,35743,12/21/2021
Mid-Hudson,Putnam,77073,69184,12/21/2021
New York City,Queens,1994428,1796727,12/21/2021
Capital Region,Rensselaer,111983,103703,12/21/2021
New York City,Richmond,355771,324316,12/21/2021
Mid-Hudson,Rockland,213231,191819,12/21/2021
Capital Region,Saratoga,178839,165881,12/21/2021
Capital Region,Schenectady,127642,117750,12/21/2021
Mohawk Valley,Schoharie,18479,17493,12/21/2021
Southern Tier,Schuyler,10723,9938,12/21/2021
Finger Lakes,Seneca,18605,17368,12/21/2021
North Country,St. Lawrence,67529,62876,12/21/2021
Southern Tier,Steuben,53039,49572,12/21/2021
Long Island,Suffolk,1145888,1042004,12/21/2021
Mid-Hudson,Sullivan,47422,42838,12/21/2021
Southern Tier,Tioga,24411,23047,12/21/2021
Southern Tier,Tompkins,80400,74444,12/21/2021
Mid-Hudson,Ulster,139131,126852,12/21/2021
Capital Region,Warren,50140,46494,12/21/2021
Capital Region,Washington,39950,37355,12/21/2021
Finger Lakes,Wayne,61960,57966,12/21/2021
Mid-Hudson,Westchester,804943,723243,12/21/2021
Finger Lakes,Wyoming,22159,20783,12/21/2021
Finger Lakes,Yates,13971,12916,12/21/2021
Capital Region,Albany,237100,216276,12/22/2021
Western New York,Allegany,22073,20533,12/22/2021
New York City,Bronx,1076654,946924,12/22/2021
Southern Tier,Broome,127368,118754,12/22/2021
Western New York,Cattaraugus,41602,38235,12/22/2021
Central New York,Cayuga,47388,44028,12/22/2021
Western New York,Chautauqua,76916,70049,12/22/2021
Southern Tier,Chemung,46661,43593,12/22/2021
Southern Tier,Chenango,29826,27770,12/22/2021
North Country,Clinton,55840,52158,12/22/2021
Capital Region,Columbia,43636,39833,12/22/2021
Central New York,Cortland,28149,26456,12/22/2021
Southern Tier,Delaware,25237,23334,12/22/2021
Mid-Hudson,Dutchess,214186,193035,12/22/2021
Western New York,Erie,670211,619739,12/22/2021
North Country,Essex,26461,24626,12/22/2021
North Country,Franklin,29361,27084,12/22/2021
Mohawk Valley,Fulton,28612,26646,12/22/2021
Finger Lakes,Genesee,35930,33721,12/22/2021
Capital Region,Greene,30526,27819,12/22/2021
North Country,Hamilton,3430,3180,12/22/2021
Mohawk Valley,Herkimer,35118,32706,12/22/2021
North Country,Jefferson,70782,58969,12/22/2021
New York City,Kings,1874925,1681025,12/22/2021
North Country,Lewis,13794,13027,12/22/2021
Finger Lakes,Livingston,38520,36264,12/22/2021
Central New York,Madison,51926,48350,12/22/2021
Finger Lakes,Monroe,545756,507693,12/22/2021
Mohawk Valley,Montgomery,33386,31209,12/22/2021
Long Island,Nassau,1157313,1050824,12/22/2021
New York City,New York,1470462,1286541,12/22/2021
Western New York,Niagara,142332,132828,12/22/2021
Mohawk Valley,Oneida,146518,135175,12/22/2021
Central New York,Onondaga,345113,317755,12/22/2021
Finger Lakes,Ontario,80929,75782,12/22/2021
Mid-Hudson,Orange,242075,219704,12/22/2021
Finger Lakes,Orleans,23140,21645,12/22/2021
Central New York,Oswego,74818,70398,12/22/2021
Mohawk Valley,Otsego,38360,35806,12/22/2021
Mid-Hudson,Putnam,77229,69262,12/22/2021
New York City,Queens,1999215,1798768,12/22/2021
Capital Region,Rensselaer,112094,103778,12/22/2021
New York City,Richmond,356688,324685,12/22/2021
Mid-Hudson,Rockland,213653,192129,12/22/2021
Capital Region,Saratoga,179021,166112,12/22/2021
Capital Region,Schenectady,127792,117853,12/22/2021
Mohawk Valley,Schoharie,18496,17512,12/22/2021
Southern Tier,Schuyler,10730,9941,12/22/2021
Finger Lakes,Seneca,18619,17381,12/22/2021
North Country,St. Lawrence,67591,62972,12/22/2021
Southern Tier,Steuben,53117,49624,12/22/2021
Long Island,Suffolk,1147793,1043030,12/22/2021
Mid-Hudson,Sullivan,47507,42869,12/22/2021
Southern Tier,Tioga,24478,23072,12/22/2021
Southern Tier,Tompkins,80487,74496,12/22/2021
Mid-Hudson,Ulster,139392,127077,12/22/2021
Capital Region,Warren,50168,46528,12/22/2021
Capital Region,Washington,39990,37392,12/22/2021
Finger Lakes,Wayne,62020,58025,12/22/2021
Mid-Hudson,Westchester,806613,724334,12/22/2021
Finger Lakes,Wyoming,22180,20802,12/22/2021
Finger Lakes,Yates,14009,12944,12/22/2021
Capital Region,Albany,237380,216506,12/23/2021
Western New York,Allegany,22101,20551,12/23/2021
New York City,Bronx,1080423,948594,12/23/2021
Southern Tier,Broome,127521,118871,12/23/2021
Western New York,Cattaraugus,41657,38292,12/23/2021
Central New York,Cayuga,47418,44053,12/23/2021
Western New York,Chautauqua,77029,70114,12/23/2021
Southern Tier,Chemung,46696,43627,12/23/2021
Southern Tier,Chenango,29845,27790,12/23/2021
North Country,Clinton,55893,52219,12/23/2021
Capital Region,Columbia,43677,39861,12/23/2021
Central New York,Cortland,28173,26464,12/23/2021
Southern Tier,Delaware,25262,23353,12/23/2021
Mid-Hudson,Dutchess,214505,193221,12/23/2021
Western New York,Erie,671070,620350,12/23/2021
North Country,Essex,26481,24641,12/23/2021
North Country,Franklin,29373,27168,12/23/2021
Mohawk Valley,Fulton,28654,26678,12/23/2021
Finger Lakes,Genesee,35978,33747,12/23/2021
Capital Region,Greene,30581,27842,12/23/2021
North Country,Hamilton,3431,3180,12/23/2021
Mohawk Valley,Herkimer,35163,32745,12/23/2021
North Country,Jefferson,70885,59039,12/23/2021
New York City,Kings,1880597,1683574,12/23/2021
North Country,Lewis,13800,13032,12/23/2021
Finger Lakes,Livingston,38545,36288,12/23/2021
Central New York,Madison,51998,48381,12/23/2021
Finger Lakes,Monroe,546350,508232,12/23/2021
Mohawk Valley,Montgomery,33409,31239,12/23/2021
Long Island,Nassau,1159387,1052067,12/23/2021
New York City,New York,1473756,1287980,12/23/2021
Western New York,Niagara,142481,132928,12/23/2021
Mohawk Valley,Oneida,146664,135376,12/23/2021
Central New York,Onondaga,345503,318140,12/23/2021
Finger Lakes,Ontario,80982,75831,12/23/2021
Mid-Hudson,Orange,242564,220030,12/23/2021
Finger Lakes,Orleans,23180,21683,12/23/2021
Central New York,Oswego,74895,70448,12/23/2021
Mohawk Valley,Otsego,38395,35849,12/23/2021
Mid-Hudson,Putnam,77340,69332,12/23/2021
New York City,Queens,2004166,1801046,12/23/2021
Capital Region,Rensselaer,112199,103868,12/23/2021
New York City,Richmond,357580,325122,12/23/2021
Mid-Hudson,Rockland,214035,192354,12/23/2021
Capital Region,Saratoga,179217,166287,12/23/2021
Capital Region,Schenectady,127933,117951,12/23/2021
Mohawk Valley,Schoharie,18511,17522,12/23/2021
Southern Tier,Schuyler,10733,9944,12/23/2021
Finger Lakes,Seneca,18643,17392,12/23/2021
North Country,St. Lawrence,67654,63021,12/23/2021
Southern Tier,Steuben,53174,49670,12/23/2021
Long Island,Suffolk,1149252,1043855,12/23/2021
Mid-Hudson,Sullivan,47582,42912,12/23/2021
Southern Tier,Tioga,24497,23091,12/23/2021
Southern Tier,Tompkins,80590,74541,12/23/2021
Mid-Hudson,Ulster,139514,127171,12/23/2021
Capital Region,Warren,50223,46595,12/23/2021
Capital Region,Washington,40029,37440,12/23/2021
Finger Lakes,Wayne,62115,58114,12/23/2021
Mid-Hudson,Westchester,807961,725170,12/23/2021
Finger Lakes,Wyoming,22200,20811,12/23/2021
Finger Lakes,Yates,14017,12950,12/23/2021
Capital Region,Albany,237527,216625,12/24/2021
Western New York,Allegany,22109,20553,12/24/2021
New York City,Bronx,1082158,949173,12/24/2021
Southern Tier,Broome,127616,118927,12/24/2021
Western New York,Cattaraugus,41686,38308,12/24/2021
Central New York,Cayuga,47450,44084,12/24/2021
Western New York,Chautauqua,77118,70167,12/24/2021
Southern Tier,Chemung,46721,43644,12/24/2021
Southern Tier,Chenango,29864,27805,12/24/2021
North Country,Clinton,55905,52229,12/24/2021
Capital Region,Columbia,43709,39878,12/24/2021
Central New York,Cortland,28192,26480,12/24/2021
Southern Tier,Delaware,25286,23373,12/24/2021
Mid-Hudson,Dutchess,214650,193306,12/24/2021
Western New York,Erie,671547,620703,12/24/2021
North Country,Essex,26486,24643,12/24/2021
North Country,Franklin,29382,27176,12/24/2021
Mohawk Valley,Fulton,28670,26696,12/24/2021
Finger Lakes,Genesee,36002,33760,12/24/2021
Capital Region,Greene,30629,27884,12/24/2021
North Country,Hamilton,3432,3180,12/24/2021
Mohawk Valley,Herkimer,35176,32762,12/24/2021
North Country,Jefferson,70909,59061,12/24/2021
New York City,Kings,1884203,1685048,12/24/2021
North Country,Lewis,13805,13038,12/24/2021
Finger Lakes,Livingston,38571,36309,12/24/2021
Central New York,Madison,52028,48402,12/24/2021
Finger Lakes,Monroe,546794,508505,12/24/2021
Mohawk Valley,Montgomery,33427,31246,12/24/2021
Long Island,Nassau,1160645,1052747,12/24/2021
New York City,New York,1475926,1288652,12/24/2021
Western New York,Niagara,142619,132995,12/24/2021
Mohawk Valley,Oneida,146786,135440,12/24/2021
Central New York,Onondaga,345716,318331,12/24/2021
Finger Lakes,Ontario,81038,75862,12/24/2021
Mid-Hudson,Orange,242837,220173,12/24/2021
Finger Lakes,Orleans,23202,21692,12/24/2021
Central New York,Oswego,74921,70467,12/24/2021
Mohawk Valley,Otsego,38430,35870,12/24/2021
Mid-Hudson,Putnam,77410,69373,12/24/2021
New York City,Queens,2007547,1802470,12/24/2021
Capital Region,Rensselaer,112262,103916,12/24/2021
New York City,Richmond,358198,325374,12/24/2021
Mid-Hudson,Rockland,214211,192438,12/24/2021
Capital Region,Saratoga,179327,166363,12/24/2021
Capital Region,Schenectady,128007,117995,12/24/2021
Mohawk Valley,Schoharie,18521,17529,12/24/2021
Southern Tier,Schuyler,10734,9947,12/24/2021
Finger Lakes,Seneca,18657,17400,12/24/2021
North Country,St. Lawrence,67690,63038,12/24/2021
Southern Tier,Steuben,53201,49694,12/24/2021
Long Island,Suffolk,1150404,1044496,12/24/2021
Mid-Hudson,Sullivan,47623,42948,12/24/2021
Southern Tier,Tioga,24515,23103,12/24/2021
Southern Tier,Tompkins,80631,74560,12/24/2021
Mid-Hudson,Ulster,139574,127218,12/24/2021
Capital Region,Warren,50245,46615,12/24/2021
Capital Region,Washington,40058,37461,12/24/2021
Finger Lakes,Wayne,62159,58144,12/24/2021
Mid-Hudson,Westchester,808739,725573,12/24/2021
Finger Lakes,Wyoming,22208,20816,12/24/2021
Finger Lakes,Yates,14026,12954,12/24/2021
Capital Region,Albany,237538,216648,12/25/2021
Western New York,Allegany,22111,20553,12/25/2021
New York City,Bronx,1082346,949247,12/25/2021
Southern Tier,Broome,127621,118931,12/25/2021
Western New York,Cattaraugus,41687,38308,12/25/2021
Central New York,Cayuga,47459,44085,12/25/2021
Western New York,Chautauqua,77124,70178,12/25/2021
Southern Tier,Chemung,46721,43644,12/25/2021
Southern Tier,Chenango,29864,27807,12/25/2021
North Country,Clinton,55906,52229,12/25/2021
Capital Region,Columbia,43711,39883,12/25/2021
Central New York,Cortland,28194,26481,12/25/2021
Southern Tier,Delaware,25287,23373,12/25/2021
Mid-Hudson,Dutchess,214711,193356,12/25/2021
Western New York,Erie,671639,620768,12/25/2021
North Country,Essex,26489,24644,12/25/2021
North Country,Franklin,29383,27177,12/25/2021
Mohawk Valley,Fulton,28670,26697,12/25/2021
Finger Lakes,Genesee,36005,33764,12/25/2021
Capital Region,Greene,30632,27887,12/25/2021
North Country,Hamilton,3432,3180,12/25/2021
Mohawk Valley,Herkimer,35184,32765,12/25/2021
North Country,Jefferson,70910,59063,12/25/2021
New York City,Kings,1884887,1685359,12/25/2021
North Country,Lewis,13805,13038,12/25/2021
Finger Lakes,Livingston,38574,36315,12/25/2021
Central New York,Madison,52039,48409,12/25/2021
Finger Lakes,Monroe,546834,508545,12/25/2021
Mohawk Valley,Montgomery,33428,31249,12/25/2021
Long Island,Nassau,1160888,1052925,12/25/2021
New York City,New York,1476270,1288756,12/25/2021
Western New York,Niagara,142627,133008,12/25/2021
Mohawk Valley,Oneida,146811,135499,12/25/2021
Central New York,Onondaga,345747,318362,12/25/2021
Finger Lakes,Ontario,81045,75865,12/25/2021
Mid-Hudson,Orange,242863,220193,12/25/2021
Finger Lakes,Orleans,23202,21694,12/25/2021
Central New York,Oswego,74929,70470,12/25/2021
Mohawk Valley,Otsego,38432,35871,12/25/2021
Mid-Hudson,Putnam,77421,69375,12/25/2021
New York City,Queens,2008108,1802749,12/25/2021
Capital Region,Rensselaer,112263,103933,12/25/2021
New York City,Richmond,358315,325450,12/25/2021
Mid-Hudson,Rockland,214236,192457,12/25/2021
Capital Region,Saratoga,179341,166374,12/25/2021
Capital Region,Schenectady,128014,118001,12/25/2021
Mohawk Valley,Schoharie,18521,17530,12/25/2021
Southern Tier,Schuyler,10734,9947,12/25/2021
Finger Lakes,Seneca,18657,17403,12/25/2021
North Country,St. Lawrence,67691,63038,12/25/2021
Southern Tier,Steuben,53202,49696,12/25/2021
Long Island,Suffolk,1150543,1044602,12/25/2021
Mid-Hudson,Sullivan,47628,42949,12/25/2021
Southern Tier,Tioga,24516,23106,12/25/2021
Southern Tier,Tompkins,80637,74562,12/25/2021
Mid-Hudson,Ulster,139590,127225,12/25/2021
Capital Region,Warren,50250,46617,12/25/2021
Capital Region,Washington,40061,37464,12/25/2021
Finger Lakes,Wayne,62162,58151,12/25/2021
Mid-Hudson,Westchester,808954,725651,12/25/2021
Finger Lakes,Wyoming,22209,20817,12/25/2021
Finger Lakes,Yates,14028,12956,12/25/2021
Capital Region,Albany,237587,216740,12/26/2021
Western New York,Allegany,22111,20553,12/26/2021
New York City,Bronx,1083045,949646,12/26/2021
Southern Tier,Broome,127638,118942,12/26/2021
Western New York,Cattaraugus,41692,38311,12/26/2021
Central New York,Cayuga,47462,44096,12/26/2021
Western New York,Chautauqua,77137,70202,12/26/2021
Southern Tier,Chemung,46721,43645,12/26/2021
Southern Tier,Chenango,29866,27809,12/26/2021
North Country,Clinton,55911,52240,12/26/2021
Capital Region,Columbia,43717,39890,12/26/2021
Central New York,Cortland,28194,26485,12/26/2021
Southern Tier,Delaware,25289,23376,12/26/2021
Mid-Hudson,Dutchess,214728,193368,12/26/2021
Western New York,Erie,671714,620876,12/26/2021
North Country,Essex,26492,24648,12/26/2021
North Country,Franklin,29386,27186,12/26/2021
Mohawk Valley,Fulton,28675,26701,12/26/2021
Finger Lakes,Genesee,36008,33767,12/26/2021
Capital Region,Greene,30639,27890,12/26/2021
North Country,Hamilton,3432,3180,12/26/2021
Mohawk Valley,Herkimer,35191,32772,12/26/2021
North Country,Jefferson,70926,59088,12/26/2021
New York City,Kings,1887077,1686452,12/26/2021
North Country,Lewis,13809,13040,12/26/2021
Finger Lakes,Livingston,38583,36320,12/26/2021
Central New York,Madison,52046,48419,12/26/2021
Finger Lakes,Monroe,546869,508611,12/26/2021
Mohawk Valley,Montgomery,33433,31254,12/26/2021
Long Island,Nassau,1161341,1053436,12/26/2021
New York City,New York,1477233,1289151,12/26/2021
Western New York,Niagara,142635,133022,12/26/2021
Mohawk Valley,Oneida,146848,135536,12/26/2021
Central New York,Onondaga,345813,318473,12/26/2021
Finger Lakes,Ontario,81050,75874,12/26/2021
Mid-Hudson,Orange,242901,220255,12/26/2021
Finger Lakes,Orleans,23202,21696,12/26/2021
Central New York,Oswego,74939,70482,12/26/2021
